new Declaracao { ;RendimentoTrib =;89214;,;NmroDependentes=;2;,;Status=;false;,;Data=;"""";18/10/2020;"""";};,
new Declaracao { ;RendimentoTrib =;176875;,;NmroDependentes=;8;,;Status=;false;,;Data=;"""";08/01/2020;"""";};,
new Declaracao { ;RendimentoTrib =;151574;,;NmroDependentes=;14;,;Status=;false;,;Data=;"""";03/05/2020;"""";};,
new Declaracao { ;RendimentoTrib =;116828;,;NmroDependentes=;1;,;Status=;false;,;Data=;"""";27/07/2020;"""";};,
new Declaracao { ;RendimentoTrib =;15886;,;NmroDependentes=;9;,;Status=;true;,;Data=;"""";21/02/2020;"""";};,
new Declaracao { ;RendimentoTrib =;106448;,;NmroDependentes=;7;,;Status=;false;,;Data=;"""";09/11/2019;"""";};,
new Declaracao { ;RendimentoTrib =;171607;,;NmroDependentes=;5;,;Status=;false;,;Data=;"""";24/03/2020;"""";};,
new Declaracao { ;RendimentoTrib =;134745;,;NmroDependentes=;8;,;Status=;false;,;Data=;"""";20/02/2020;"""";};,
new Declaracao { ;RendimentoTrib =;120360;,;NmroDependentes=;2;,;Status=;false;,;Data=;"""";20/12/2019;"""";};,
new Declaracao { ;RendimentoTrib =;42815;,;NmroDependentes=;15;,;Status=;false;,;Data=;"""";16/07/2020;"""";};,
new Declaracao { ;RendimentoTrib =;109202;,;NmroDependentes=;5;,;Status=;false;,;Data=;"""";26/11/2019;"""";};,
new Declaracao { ;RendimentoTrib =;184783;,;NmroDependentes=;4;,;Status=;true;,;Data=;"""";06/09/2020;"""";};,
new Declaracao { ;RendimentoTrib =;192744;,;NmroDependentes=;9;,;Status=;false;,;Data=;"""";11/04/2020;"""";};,
new Declaracao { ;RendimentoTrib =;158690;,;NmroDependentes=;14;,;Status=;true;,;Data=;"""";04/11/2019;"""";};,
new Declaracao { ;RendimentoTrib =;151788;,;NmroDependentes=;11;,;Status=;false;,;Data=;"""";24/12/2019;"""";};,
new Declaracao { ;RendimentoTrib =;147052;,;NmroDependentes=;11;,;Status=;false;,;Data=;"""";03/09/2020;"""";};,
new Declaracao { ;RendimentoTrib =;153644;,;NmroDependentes=;10;,;Status=;true;,;Data=;"""";24/06/2020;"""";};,
new Declaracao { ;RendimentoTrib =;189542;,;NmroDependentes=;13;,;Status=;true;,;Data=;"""";26/03/2020;"""";};,
new Declaracao { ;RendimentoTrib =;79972;,;NmroDependentes=;3;,;Status=;false;,;Data=;"""";29/12/2019;"""";};,
new Declaracao { ;RendimentoTrib =;131484;,;NmroDependentes=;4;,;Status=;false;,;Data=;"""";10/10/2020;"""";};,
new Declaracao { ;RendimentoTrib =;120019;,;NmroDependentes=;8;,;Status=;true;,;Data=;"""";05/01/2020;"""";};,
new Declaracao { ;RendimentoTrib =;195935;,;NmroDependentes=;5;,;Status=;false;,;Data=;"""";03/02/2020;"""";};,
new Declaracao { ;RendimentoTrib =;156188;,;NmroDependentes=;14;,;Status=;false;,;Data=;"""";29/09/2020;"""";};,
new Declaracao { ;RendimentoTrib =;31400;,;NmroDependentes=;9;,;Status=;true;,;Data=;"""";28/02/2020;"""";};,
new Declaracao { ;RendimentoTrib =;11109;,;NmroDependentes=;13;,;Status=;false;,;Data=;"""";06/03/2020;"""";};,
new Declaracao { ;RendimentoTrib =;139193;,;NmroDependentes=;14;,;Status=;false;,;Data=;"""";08/12/2019;"""";};,
new Declaracao { ;RendimentoTrib =;156309;,;NmroDependentes=;1;,;Status=;false;,;Data=;"""";26/05/2020;"""";};,
new Declaracao { ;RendimentoTrib =;173923;,;NmroDependentes=;8;,;Status=;false;,;Data=;"""";30/11/2019;"""";};,
new Declaracao { ;RendimentoTrib =;39258;,;NmroDependentes=;11;,;Status=;true;,;Data=;"""";03/07/2020;"""";};,
new Declaracao { ;RendimentoTrib =;53635;,;NmroDependentes=;3;,;Status=;false;,;Data=;"""";09/11/2019;"""";};,
new Declaracao { ;RendimentoTrib =;133739;,;NmroDependentes=;8;,;Status=;true;,;Data=;"""";16/04/2020;"""";};,
new Declaracao { ;RendimentoTrib =;37751;,;NmroDependentes=;6;,;Status=;true;,;Data=;"""";31/12/2019;"""";};,
new Declaracao { ;RendimentoTrib =;159929;,;NmroDependentes=;10;,;Status=;false;,;Data=;"""";06/04/2020;"""";};,
new Declaracao { ;RendimentoTrib =;27769;,;NmroDependentes=;14;,;Status=;true;,;Data=;"""";23/09/2020;"""";};,
new Declaracao { ;RendimentoTrib =;165193;,;NmroDependentes=;5;,;Status=;true;,;Data=;"""";03/12/2019;"""";};,
new Declaracao { ;RendimentoTrib =;132672;,;NmroDependentes=;8;,;Status=;true;,;Data=;"""";15/10/2020;"""";};,
new Declaracao { ;RendimentoTrib =;139705;,;NmroDependentes=;1;,;Status=;false;,;Data=;"""";15/02/2020;"""";};,
new Declaracao { ;RendimentoTrib =;146744;,;NmroDependentes=;7;,;Status=;true;,;Data=;"""";23/05/2020;"""";};,
new Declaracao { ;RendimentoTrib =;129788;,;NmroDependentes=;5;,;Status=;false;,;Data=;"""";08/01/2020;"""";};,
new Declaracao { ;RendimentoTrib =;29196;,;NmroDependentes=;4;,;Status=;true;,;Data=;"""";25/04/2020;"""";};,
new Declaracao { ;RendimentoTrib =;118920;,;NmroDependentes=;14;,;Status=;false;,;Data=;"""";10/04/2020;"""";};,
new Declaracao { ;RendimentoTrib =;97945;,;NmroDependentes=;5;,;Status=;true;,;Data=;"""";22/07/2020;"""";};,
new Declaracao { ;RendimentoTrib =;42283;,;NmroDependentes=;13;,;Status=;false;,;Data=;"""";08/02/2020;"""";};,
new Declaracao { ;RendimentoTrib =;192524;,;NmroDependentes=;12;,;Status=;false;,;Data=;"""";24/11/2019;"""";};,
new Declaracao { ;RendimentoTrib =;103400;,;NmroDependentes=;3;,;Status=;false;,;Data=;"""";10/04/2020;"""";};,
